Timestamp,Temperature,Humidity
01-25-23 15:43:30.819573,26,40
01-25-23 15:43:36.193569,26,34
01-25-23 15:43:41.567590,26,29
01-25-23 15:43:46.941444,26,26
01-25-23 15:43:52.315571,26,23
01-25-23 15:43:57.689668,26,22
01-25-23 15:44:03.063772,26,21
01-25-23 15:44:08.439172,26,21
01-25-23 15:44:13.813233,26,21
01-25-23 15:44:19.187330,26,21
01-25-23 15:44:24.562682,25,21
01-25-23 15:44:29.937992,25,21
01-25-23 15:44:35.313366,25,21
01-25-23 15:44:40.687451,25,21
